cell ID:  0 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.36
cell ID:  1008 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.92
cell ID:  1009 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.63
cell ID:  1010 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  1011 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  1012 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1013 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.89
cell ID:  1014 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.91
cell ID:  1015 	 	 real cell type: OliM 	 	 predicted cell type: OliM 	 	 probability: 0.53
cell ID:  1016 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.87
cell ID:  1017 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1018 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.92
cell ID:  1019 	 	 real cell type: InP 	 	 predicted cell type: InP 	 	 probability: 0.91
cell ID:  1020 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.89
cell ID:  1021 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.97
cell ID:  1022 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.89
cell ID:  1023 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.94
cell ID:  1024 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.88
cell ID:  1025 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1026 	 	 real cell type: E3Rmst 	 	 predicted cell type: E3Rorb 	 	 probability: 0.47
cell ID:  1027 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  1028 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1029 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.91
cell ID:  1030 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1031 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.74
cell ID:  1032 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.89
cell ID:  1033 	 	 real cell type: E5Sulf1 	 	 predicted cell type: E6Tle4 	 	 probability: 0.89
cell ID:  1034 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.79
cell ID:  1035 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.51
cell ID:  1036 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  1037 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.4
cell ID:  1038 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.92
cell ID:  1039 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.65
cell ID:  1040 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.88
cell ID:  1041 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.91
cell ID:  1042 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.9
cell ID:  1043 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  1044 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.84
cell ID:  1045 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.96
cell ID:  1046 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  1047 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.95
cell ID:  1048 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1049 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1050 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  1051 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.88
cell ID:  1052 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.89
cell ID:  1053 	 	 real cell type: InV 	 	 predicted cell type: InV 	 	 probability: 0.99
cell ID:  1054 	 	 real cell type: E3Rmst 	 	 predicted cell type: E3Rmst 	 	 probability: 0.82
cell ID:  1055 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rmst 	 	 probability: 0.4
cell ID:  1056 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  1057 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E6Tle4 	 	 probability: 0.2
cell ID:  1058 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.26
cell ID:  1059 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.9
cell ID:  1060 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.91
cell ID:  1061 	 	 real cell type: InV 	 	 predicted cell type: InV 	 	 probability: 0.99
cell ID:  1062 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E3Rorb 	 	 probability: 0.32
cell ID:  1063 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1064 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.86
cell ID:  1065 	 	 real cell type: InP 	 	 predicted cell type: InP 	 	 probability: 0.19
cell ID:  1066 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.95
cell ID:  1067 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.89
cell ID:  1068 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.9
cell ID:  1069 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.88
cell ID:  1070 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.89
cell ID:  1071 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.87
cell ID:  1072 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.61
cell ID:  1073 	 	 real cell type: InP 	 	 predicted cell type: InP 	 	 probability: 0.88
cell ID:  1074 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.92
cell ID:  1075 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E3Rorb 	 	 probability: 0.6
cell ID:  1076 	 	 real cell type: InP 	 	 predicted cell type: InP 	 	 probability: 0.92
cell ID:  1077 	 	 real cell type: OliM 	 	 predicted cell type: InV 	 	 probability: 0.63
cell ID:  1078 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.97
cell ID:  1079 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.95
cell ID:  1080 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.7
cell ID:  1081 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1082 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.95
cell ID:  1083 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E3Rorb 	 	 probability: 0.67
cell ID:  1084 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.94
cell ID:  1085 	 	 real cell type: OPC 	 	 predicted cell type: OPC 	 	 probability: 0.82
cell ID:  1086 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E3Rorb 	 	 probability: 0.85
cell ID:  1087 	 	 real cell type: InN 	 	 predicted cell type: InN 	 	 probability: 0.74
cell ID:  1088 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.91
cell ID:  1089 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.95
cell ID:  1090 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.95
cell ID:  1091 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.84
cell ID:  1092 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  1093 	 	 real cell type: InP 	 	 predicted cell type: InS 	 	 probability: 0.42
cell ID:  1094 	 	 real cell type: OliM 	 	 predicted cell type: E3Rorb 	 	 probability: 0.45
cell ID:  1095 	 	 real cell type: OliM 	 	 predicted cell type: OliM 	 	 probability: 0.88
cell ID:  1096 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.55
cell ID:  1097 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.94
cell ID:  1098 	 	 real cell type: Endo 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.58
cell ID:  1099 	 	 real cell type: InP 	 	 predicted cell type: InP 	 	 probability: 0.33
cell ID:  1100 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.92
cell ID:  1101 	 	 real cell type: E5Sulf1 	 	 predicted cell type: E5Sulf1 	 	 probability: 0.78
cell ID:  1102 	 	 real cell type: Ast 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.85
cell ID:  1103 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.73
cell ID:  1104 	 	 real cell type: Clau 	 	 predicted cell type: Clau 	 	 probability: 0.85
cell ID:  1105 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.92
cell ID:  1106 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.88
cell ID:  1107 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.88
cell ID:  1108 	 	 real cell type: Clau 	 	 predicted cell type: Clau 	 	 probability: 0.87
cell ID:  1109 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1110 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.88
cell ID:  1111 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.91
cell ID:  1112 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.74
cell ID:  1113 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  1114 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E3Rorb 	 	 probability: 0.76
cell ID:  1115 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.93
cell ID:  1116 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rmst 	 	 probability: 0.84
cell ID:  1117 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.92
cell ID:  1118 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.8
cell ID:  1119 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  1120 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.9
cell ID:  1121 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1122 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1123 	 	 real cell type: Ast 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.28
cell ID:  1124 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.71
cell ID:  1125 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.85
cell ID:  1126 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1127 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.95
cell ID:  1128 	 	 real cell type: InS 	 	 predicted cell type: InS 	 	 probability: 0.9
cell ID:  1129 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1130 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.66
cell ID:  1131 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.9
cell ID:  1132 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.92
cell ID:  1133 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1134 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.88
cell ID:  1135 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.92
cell ID:  1136 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.56
cell ID:  1137 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.95
cell ID:  1138 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.9
cell ID:  1139 	 	 real cell type: E5Sulf1 	 	 predicted cell type: E5Sulf1 	 	 probability: 0.66
cell ID:  1140 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E3Rorb 	 	 probability: 0.82
cell ID:  1141 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.95
cell ID:  1142 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1143 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1144 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  1145 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1146 	 	 real cell type: E6Tle4 	 	 predicted cell type: E5Sulf1 	 	 probability: 0.41
cell ID:  1147 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.58
cell ID:  1148 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.91
cell ID:  1149 	 	 real cell type: InN 	 	 predicted cell type: InN 	 	 probability: 0.91
cell ID:  1150 	 	 real cell type: E5Tshz2 	 	 predicted cell type: E5Tshz2 	 	 probability: 0.97
cell ID:  1151 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E3Rorb 	 	 probability: 0.77
cell ID:  1152 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.88
cell ID:  1153 	 	 real cell type: E3Rorb 	 	 predicted cell type: E5Parm1 	 	 probability: 0.88
cell ID:  1154 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.38
cell ID:  1155 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.91
cell ID:  1156 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.92
cell ID:  1157 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E6Tle4 	 	 probability: 0.22
cell ID:  1158 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1159 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1160 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.9
cell ID:  1161 	 	 real cell type: E3Rorb 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.47
cell ID:  1162 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E3Rorb 	 	 probability: 0.78
cell ID:  1163 	 	 real cell type: InP 	 	 predicted cell type: InP 	 	 probability: 0.92
cell ID:  1164 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.9
cell ID:  1165 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  1166 	 	 real cell type: InS 	 	 predicted cell type: InS 	 	 probability: 0.93
cell ID:  1167 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1168 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  1169 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.89
cell ID:  1170 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  1171 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.91
cell ID:  1172 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.88
cell ID:  1173 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E3Rorb 	 	 probability: 0.89
cell ID:  1174 	 	 real cell type: E6Tle4 	 	 predicted cell type: E5Sulf1 	 	 probability: 0.38
cell ID:  1175 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.84
cell ID:  1176 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.92
cell ID:  1177 	 	 real cell type: OPC 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.7
cell ID:  1178 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.92
cell ID:  1179 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rmst 	 	 probability: 0.57
cell ID:  1180 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.9
cell ID:  1181 	 	 real cell type: InP 	 	 predicted cell type: InP 	 	 probability: 0.94
cell ID:  1182 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.87
cell ID:  1183 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1184 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.92
cell ID:  1185 	 	 real cell type: E5Sulf1 	 	 predicted cell type: E6Tle4 	 	 probability: 0.67
cell ID:  1186 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.87
cell ID:  1187 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.91
cell ID:  1188 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1189 	 	 real cell type: E5Tshz2 	 	 predicted cell type: E5Tshz2 	 	 probability: 0.9
cell ID:  1190 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.93
cell ID:  1191 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1192 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.87
cell ID:  1193 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  1194 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.95
cell ID:  1195 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.5
cell ID:  1196 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.89
cell ID:  1197 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  1198 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.95
cell ID:  1199 	 	 real cell type: E5Sulf1 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.52
cell ID:  1200 	 	 real cell type: Clau 	 	 predicted cell type: Clau 	 	 probability: 0.93
cell ID:  1201 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  1202 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.9
cell ID:  1203 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.91
cell ID:  1204 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.87
cell ID:  1205 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.85
cell ID:  1206 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  1207 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.92
cell ID:  1208 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.45
cell ID:  1209 	 	 real cell type: InP 	 	 predicted cell type: InP 	 	 probability: 0.27
cell ID:  1210 	 	 real cell type: InP 	 	 predicted cell type: InP 	 	 probability: 0.92
cell ID:  1211 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.92
cell ID:  1212 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.9
cell ID:  1213 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.96
cell ID:  1214 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1215 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.87
cell ID:  1216 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.23
cell ID:  1217 	 	 real cell type: E6Tle4 	 	 predicted cell type: E5Sulf1 	 	 probability: 0.84
cell ID:  1218 	 	 real cell type: InP 	 	 predicted cell type: InP 	 	 probability: 0.58
cell ID:  1219 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.95
cell ID:  1220 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.52
cell ID:  1221 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.68
cell ID:  1222 	 	 real cell type: E3Rmst 	 	 predicted cell type: E6Tle4 	 	 probability: 0.34
cell ID:  1223 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.97
cell ID:  1224 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.96
cell ID:  1225 	 	 real cell type: OPC 	 	 predicted cell type: OPC 	 	 probability: 0.42
cell ID:  1226 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.95
cell ID:  1227 	 	 real cell type: Clau 	 	 predicted cell type: Clau 	 	 probability: 0.9
cell ID:  1228 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.9
cell ID:  1229 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.79
cell ID:  1230 	 	 real cell type: Clau 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.71
cell ID:  1231 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.95
cell ID:  1232 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.93
cell ID:  1233 	 	 real cell type: E5Sulf1 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1234 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.85
cell ID:  1235 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.97
cell ID:  1236 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E3Rorb 	 	 probability: 0.79
cell ID:  1237 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E3Rorb 	 	 probability: 0.71
cell ID:  1238 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.96
cell ID:  1239 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.89
cell ID:  1240 	 	 real cell type: InN 	 	 predicted cell type: InV 	 	 probability: 0.61
cell ID:  1241 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.9
cell ID:  1242 	 	 real cell type: E3Rorb 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.5
cell ID:  1243 	 	 real cell type: InP 	 	 predicted cell type: InP 	 	 probability: 0.72
cell ID:  1244 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E3Rorb 	 	 probability: 0.48
cell ID:  1245 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.95
cell ID:  1246 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.76
cell ID:  1247 	 	 real cell type: OPC 	 	 predicted cell type: OPC 	 	 probability: 0.77
cell ID:  1248 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.92
cell ID:  1249 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.89
cell ID:  1250 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.96
cell ID:  1251 	 	 real cell type: E3Rmst 	 	 predicted cell type: E3Rorb 	 	 probability: 0.34
cell ID:  1252 	 	 real cell type: E5Sulf1 	 	 predicted cell type: E5Sulf1 	 	 probability: 0.58
cell ID:  1253 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.86
cell ID:  1254 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.9
cell ID:  1255 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.48
cell ID:  1256 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.93
